route_id,service_id,trip_id,trip_headsign,direction_id,shape_id,wheelchair_accessible,note_fr,note_en
171,20C-H50C000I-90-I,218317923,171-O,1,1710213,2,,
171,20C-H50C000I-90-I,218317925,171-E,0,1710198,2,,
171,20C-H50C000I-90-I,218317927,171-O,1,1710213,2,,
171,20C-H50C000I-90-I,218317929,171-E,0,1710198,2,,
171,20C-H50C000I-90-I,218317931,171-O,1,1710213,2,,
171,20C-H50C000I-90-I,218317933,171-E,0,1710198,2,,
171,20C-H50C000I-90-I,218317935,171-O,1,1710213,2,,
371,20C-H50C000I-90-I,218317937,371-S,1,3710192,2,,
371,20C-H50C000I-90-I,218317938,371-N,0,3710186,2,,
371,20C-H50C000I-90-I,218317939,371-S,1,3710192,2,,
160,20C-H50C000I-90-I,218317942,160-O,1,1600112,1,,
160,20C-H50C000I-90-I,218317943,160-E,0,1600110,1,,
160,20C-H50C000I-90-I,218317946,160-O,1,1600112,1,,
171,20C-H50C000I-90-I,218317948,171-O,1,1710213,1,,
171,20C-H50C000I-90-I,218317949,171-E,0,1710198,1,,
171,20C-H50C000I-90-I,218317951,171-O,1,1710213,1,,
171,20C-H50C000I-90-I,218317953,171-E,0,1710198,1,,
171,20C-H50C000I-90-I,218317955,171-O,1,1710213,1,,
171,20C-H50C000I-90-I,218317957,171-E,0,1710198,1,,
171,20C-H50C000I-90-I,218317959,171-O,1,1710213,1,,
171,20C-H50C000I-90-I,218317961,171-E,0,1710198,1,,
171,20C-H50C000I-90-I,218317963,171-E,0,1710198,1,,
171,20C-H50C000I-90-I,218317965,171-E,0,1710198,1,,
171,20C-H50C000I-90-I,218317967,171-O,1,1710213,1,,
171,20C-H50C000I-90-I,218317969,171-E,0,1710198,1,,
171,20C-H50C000I-90-I,218317971,171-O,1,1710213,1,,
171,20C-H50C000I-90-I,218317973,171-E,0,1710198,1,,
171,20C-H50C000I-90-I,218317976,171-O,1,1710213,2,,
171,20C-H50C000I-90-I,218317979,171-E,0,1710198,2,,
171,20C-H50C000I-90-I,218317981,171-O,1,1710213,2,,
171,20C-H50C000I-90-I,218317982,171-E,0,1710198,2,,
171,20C-H50C000I-90-I,218317984,171-O,1,1710213,2,,
171,20C-H50C000I-90-I,218317986,171-E,0,1710198,2,,
171,20C-H50C000I-90-I,218317988,171-O,1,1710213,2,,
171,20C-H50C000I-90-I,218317990,171-E,0,1710198,2,,
171,20C-H50C000I-90-I,218317992,171-O,1,1710213,2,,
171,20C-H50C000I-90-I,218317994,171-E,0,1710198,2,,
100,20C-H50C000I-90-I,218317996,100-O,1,1000223,2,,
100,20C-H50C000I-90-I,218317997,100-E,0,1000222,2,,
100,20C-H50C000I-90-I,218317999,100-E,0,1000222,2,,
100,20C-H50C000I-90-I,218318001,100-O,1,1000223,2,,
100,20C-H50C000I-90-I,218318002,100-E,0,1000222,2,,
100,20C-H50C000I-90-I,218318004,100-O,1,1000223,2,,
100,20C-H50C000I-90-I,218318005,100-E,0,1000222,2,,
100,20C-H50C000I-90-I,218318007,100-O,1,1000223,2,,
100,20C-H50C000I-90-I,218318010,100-E,0,1000222,1,,
171,20C-H50C000I-90-I,218318011,171-E,0,1710198,1,,
171,20C-H50C000I-90-I,218318013,171-E,0,1710198,1,,
171,20C-H50C000I-90-I,218318016,171-O,1,1710213,1,,
171,20C-H50C000I-90-I,218318018,171-E,0,1710198,1,,
171,20C-H50C000I-90-I,218318020,171-O,1,1710213,1,,
171,20C-H50C000I-90-I,218318022,171-E,0,1710198,1,,
171,20C-H50C000I-90-I,218318024,171-O,1,1710213,1,,
171,20C-H50C000I-90-I,218318026,171-E,0,1710198,1,,
171,20C-H50C000I-90-I,218318028,171-O,1,1710213,1,,
171,20C-H50C000I-90-I,218318030,171-E,0,1710198,1,,
171,20C-H50C000I-90-I,218318032,171-O,1,1710213,1,,
171,20C-H50C000I-90-I,218318034,171-E,0,1710198,1,,
171,20C-H50C000I-90-I,218318036,171-O,1,1710213,1,,
371,20C-H50C000I-90-I,218318038,371-S,1,3710192,1,,
371,20C-H50C000I-90-I,218318039,371-N,0,3710186,1,,
371,20C-H50C000I-90-I,218318040,371-S,1,3710192,1,,
93,20C-H50C000I-90-I,218318043,93-O,1,930075,1,,
93,20C-H50C000I-90-I,218318044,93-E,0,930076,1,,
93,20C-H50C000I-90-I,218318045,93-O,1,930075,1,,
93,20C-H50C000I-90-I,218318046,93-E,0,930076,1,,
93,20C-H50C000I-90-I,218318047,93-E,0,930076,1,,
93,20C-H50C000I-90-I,218318048,93-O,1,930075,1,,
380,20C-H50C000I-90-I,218318050,380-E,0,3800098,1,,
380,20C-H50C000I-90-I,218318051,380-O,1,3800097,1,,
380,20C-H50C000I-90-I,218318053,380-O,1,3800097,1,,
711,20C-H50C000I-90-I,218318057,711-E,0,7110062,1,,
711,20C-H50C000I-90-I,218318059,711-E,0,7110062,1,,
711,20C-H50C000I-90-I,218318061,711-E,0,7110062,1,,
711,20C-H50C000I-90-I,218318062,711-O,1,7110063,1,,
711,20C-H50C000I-90-I,218318063,711-O,1,7110063,1,,
711,20C-H50C000I-90-I,218318064,711-O,1,7110063,1,,
711,20C-H50C000I-90-I,218318065,711-O,1,7110063,1,,
711,20C-H50C000I-90-I,218318067,711-E,0,7110062,1,,
711,20C-H50C000I-90-I,218318068,711-O,1,7110063,1,,
711,20C-H50C000I-90-I,218318070,711-E,0,7110062,1,,
711,20C-H50C000I-90-I,218318071,711-O,1,7110063,1,,
711,20C-H50C000I-90-I,218318073,711-E,0,7110062,1,,
711,20C-H50C000I-90-I,218318074,711-O,1,7110063,1,,
711,20C-H50C000I-90-I,218318077,711-E,0,7110062,1,,
711,20C-H50C000I-90-I,218318078,711-O,1,7110063,1,,
711,20C-H50C000I-90-I,218318079,711-E,0,7110062,1,,
711,20C-H50C000I-90-I,218318082,711-E,0,7110062,1,,
711,20C-H50C000I-90-I,218318083,711-O,1,7110063,1,,
711,20C-H50C000I-90-I,218318085,711-E,0,7110062,1,,
711,20C-H50C000I-90-I,218318086,711-O,1,7110063,1,,
711,20C-H50C000I-90-I,218318088,711-E,0,7110062,1,,
711,20C-H50C000I-90-I,218318089,711-O,1,7110063,1,,
711,20C-H50C000I-90-I,218318091,711-E,0,7110062,1,,
711,20C-H50C000I-90-I,218318092,711-O,1,7110063,1,,
711,20C-H50C000I-90-I,218318094,711-E,0,7110062,1,,
711,20C-H50C000I-90-I,218318095,711-O,1,7110063,1,,
711,20C-H50C000I-90-I,218318097,711-E,0,7110062,1,,
711,20C-H50C000I-90-I,218318098,711-O,1,7110063,1,,
711,20C-H50C000I-90-I,218318100,711-E,0,7110062,1,,
711,20C-H50C000I-90-I,218318101,711-O,1,7110063,1,,
711,20C-H50C000I-90-I,218318103,711-E,0,7110062,1,,
711,20C-H50C000I-90-I,218318104,711-O,1,7110063,1,,
711,20C-H50C000I-90-I,218318106,711-E,0,7110062,1,,
711,20C-H50C000I-90-I,218318110,711-O,1,7110063,1,,
711,20C-H50C000I-90-I,218318111,711-E,0,7110062,1,,
711,20C-H50C000I-90-I,218318112,711-O,1,7110063,1,,
711,20C-H50C000I-90-I,218318114,711-E,0,7110062,1,,
711,20C-H50C000I-90-I,218318115,711-O,1,7110063,1,,
711,20C-H50C000I-90-I,218318117,711-E,0,7110062,1,,
711,20C-H50C000I-90-I,218318118,711-O,1,7110063,1,,
711,20C-H50C000I-90-I,218318120,711-E,0,7110062,1,,
711,20C-H50C000I-90-I,218318121,711-O,1,7110063,1,,
711,20C-H50C000I-90-I,218318123,711-E,0,7110062,1,,
711,20C-H50C000I-90-I,218318124,711-O,1,7110063,1,,
711,20C-H50C000I-90-I,218318126,711-E,0,7110062,1,,
711,20C-H50C000I-90-I,218318127,711-O,1,7110063,1,,
711,20C-H50C000I-90-I,218318130,711-O,1,7110063,1,,
711,20C-H50C000I-90-I,218318132,711-E,0,7110062,1,,
711,20C-H50C000I-90-I,218318133,711-O,1,7110063,1,,
711,20C-H50C000I-90-I,218318135,711-E,0,7110062,1,,
711,20C-H50C000I-90-I,218318136,711-O,1,7110063,1,,
711,20C-H50C000I-90-I,218318138,711-E,0,7110062,1,,
711,20C-H50C000I-90-I,218318139,711-O,1,7110063,1,,
711,20C-H50C000I-90-I,218318140,711-O,1,7110063,1,,
711,20C-H50C000I-90-I,218318142,711-E,0,7110062,1,,
711,20C-H50C000I-90-I,218318144,711-E,0,7110062,1,,
711,20C-H50C000I-90-I,218318145,711-O,1,7110063,1,,
711,20C-H50C000I-90-I,218318148,711-E,0,7110062,1,,
711,20C-H50C000I-90-I,218318149,711-O,1,7110063,1,,
711,20C-H50C000I-90-I,218318151,711-E,0,7110062,1,,
711,20C-H50C000I-90-I,218318152,711-O,1,7110063,1,,
711,20C-H50C000I-90-I,218318154,711-E,0,7110062,1,,
80,20C-H50C000I-90-I,218318156,80-S,1,800102,1,,
80,20C-H50C000I-90-I,218318157,80-S,1,800102,1,,
80,20C-H50C000I-90-I,218318158,80-S,1,800102,1,,
80,20C-H50C000I-90-I,218318159,80-N,0,800101,1,,
80,20C-H50C000I-90-I,218318162,80-N,0,800101,1,,
80,20C-H50C000I-90-I,218318163,80-N,0,800101,1,,
80,20C-H50C000I-90-I,218318164,80-N,0,800101,1,,
80,20C-H50C000I-90-I,218318165,80-N,0,800101,1,,
80,20C-H50C000I-90-I,218318166,80-N,0,800101,1,,
165,20C-H50C000I-90-I,218318167,165-S,1,1650100,1,,
165,20C-H50C000I-90-I,218318168,165-N,0,1650101,1,,
80,20C-H50C000I-90-I,218318169,80-S,1,800102,1,,
80,20C-H50C000I-90-I,218318170,80-N,0,800101,1,,
80,20C-H50C000I-90-I,218318171,80-S,1,800102,1,,
80,20C-H50C000I-90-I,218318172,80-S,1,800102,1,,
80,20C-H50C000I-90-I,218318173,80-N,0,800101,1,,
80,20C-H50C000I-90-I,218318174,80-S,1,800102,1,,
80,20C-H50C000I-90-I,218318175,80-N,0,800101,1,,
80,20C-H50C000I-90-I,218318176,80-N,0,800101,1,,
80,20C-H50C000I-90-I,218318177,80-S,1,800102,1,,
80,20C-H50C000I-90-I,218318178,80-S,1,800102,1,,
80,20C-H50C000I-90-I,218318179,80-N,0,800101,1,,
80,20C-H50C000I-90-I,218318180,80-S,1,800102,1,,
80,20C-H50C000I-90-I,218318181,80-N,0,800101,1,,
80,20C-H50C000I-90-I,218318182,80-S,1,800102,1,,
80,20C-H50C000I-90-I,218318185,80-S,1,800102,1,,
80,20C-H50C000I-90-I,218318186,80-N,0,800101,1,,
80,20C-H50C000I-90-I,218318187,80-S,1,800102,1,,
80,20C-H50C000I-90-I,218318188,80-N,0,800101,1,,
80,20C-H50C000I-90-I,218318189,80-S,1,800102,1,,
80,20C-H50C000I-90-I,218318190,80-N,0,800101,1,,
80,20C-H50C000I-90-I,218318191,80-S,1,800102,1,,
80,20C-H50C000I-90-I,218318192,80-N,0,800101,1,,
80,20C-H50C000I-90-I,218318193,80-S,1,800102,1,,
80,20C-H50C000I-90-I,218318194,80-N,0,800101,1,,
80,20C-H50C000I-90-I,218318195,80-S,1,800102,1,,
80,20C-H50C000I-90-I,218318196,80-N,0,800101,1,,
80,20C-H50C000I-90-I,218318198,80-S,1,800102,1,,
80,20C-H50C000I-90-I,218318199,80-N,0,800101,1,,
80,20C-H50C000I-90-I,218318200,80-S,1,800102,1,,
80,20C-H50C000I-90-I,218318201,80-N,0,800101,1,,
80,20C-H50C000I-90-I,218318202,80-S,1,800102,1,,
80,20C-H50C000I-90-I,218318203,80-S,1,800102,1,,
80,20C-H50C000I-90-I,218318204,80-N,0,800101,1,,
80,20C-H50C000I-90-I,218318205,80-S,1,800102,1,,
80,20C-H50C000I-90-I,218318206,80-N,0,800101,1,,
80,20C-H50C000I-90-I,218318207,80-S,1,800102,1,,
80,20C-H50C000I-90-I,218318208,80-N,0,800101,1,,
80,20C-H50C000I-90-I,218318209,80-S,1,800102,1,,
80,20C-H50C000I-90-I,218318210,80-N,0,800101,1,,
80,20C-H50C000I-90-I,218318211,80-S,1,800102,1,,
80,20C-H50C000I-90-I,218318212,80-N,0,800101,1,,
80,20C-H50C000I-90-I,218318213,80-S,1,800102,1,,
80,20C-H50C000I-90-I,218318214,80-N,0,800101,1,,
80,20C-H50C000I-90-I,218318220,80-S,1,800102,1,,
80,20C-H50C000I-90-I,218318221,80-N,0,800101,1,,
80,20C-H50C000I-90-I,218318222,80-S,1,800102,1,,
165,20C-H50C000I-90-I,218318223,165-S,1,1650100,1,,
165,20C-H50C000I-90-I,218318224,165-N,0,1650101,1,,
165,20C-H50C000I-90-I,218318225,165-S,1,1650100,1,,
80,20C-H50C000I-90-I,218318226,80-N,0,800101,1,,
80,20C-H50C000I-90-I,218318227,80-S,1,800102,1,,
80,20C-H50C000I-90-I,218318228,80-N,0,800101,1,,
80,20C-H50C000I-90-I,218318229,80-S,1,800102,1,,
80,20C-H50C000I-90-I,218318230,80-N,0,800101,1,,
80,20C-H50C000I-90-I,218318237,80-S,1,800102,1,,
80,20C-H50C000I-90-I,218318238,80-N,0,800101,1,,
80,20C-H50C000I-90-I,218318239,80-S,1,800102,1,,
80,20C-H50C000I-90-I,218318240,80-S,1,800102,1,,
80,20C-H50C000I-90-I,218318241,80-N,0,800101,1,,
80,20C-H50C000I-90-I,218318242,80-S,1,800102,1,,
80,20C-H50C000I-90-I,218318243,80-N,0,800101,1,,
80,20C-H50C000I-90-I,218318245,80-S,1,800102,1,,
80,20C-H50C000I-90-I,218318246,80-N,0,800101,1,,
80,20C-H50C000I-90-I,218318247,80-S,1,800102,1,,
80,20C-H50C000I-90-I,218318248,80-N,0,800101,1,,
80,20C-H50C000I-90-I,218318249,80-S,1,800102,1,,
80,20C-H50C000I-90-I,218318250,80-N,0,800101,1,,
80,20C-H50C000I-90-I,218318251,80-S,1,800102,1,,
80,20C-H50C000I-90-I,218318252,80-N,0,800101,1,,
80,20C-H50C000I-90-I,218318254,80-N,0,800101,1,,
80,20C-H50C000I-90-I,218318255,80-S,1,800102,1,,
80,20C-H50C000I-90-I,218318256,80-N,0,800101,1,,
80,20C-H50C000I-90-I,218318257,80-S,1,800102,1,,
80,20C-H50C000I-90-I,218318258,80-N,0,800101,1,,
80,20C-H50C000I-90-I,218318259,80-S,1,800102,1,,
80,20C-H50C000I-90-I,218318260,80-N,0,800101,1,,
80,20C-H50C000I-90-I,218318261,80-S,1,800102,1,,
80,20C-H50C000I-90-I,218318262,80-S,1,800102,1,,
80,20C-H50C000I-90-I,218318263,80-N,0,800101,1,,
80,20C-H50C000I-90-I,218318264,80-S,1,800102,1,,
80,20C-H50C000I-90-I,218318265,80-N,0,800101,1,,
80,20C-H50C000I-90-I,218318266,80-S,1,800102,1,,
80,20C-H50C000I-90-I,218318267,80-N,0,800101,1,,
80,20C-H50C000I-90-I,218318272,80-N,0,800101,1,,
80,20C-H50C000I-90-I,218318273,80-S,1,800102,1,,
80,20C-H50C000I-90-I,218318274,80-N,0,800101,1,,
80,20C-H50C000I-90-I,218318276,80-N,0,800101,1,,
80,20C-H50C000I-90-I,218318278,80-N,0,800101,1,,
80,20C-H50C000I-90-I,218318280,80-N,0,800101,1,,
80,20C-H50C000I-90-I,218318283,80-N,0,800101,1,,
80,20C-H50C000I-90-I,218318284,80-S,1,800102,1,,
80,20C-H50C000I-90-I,218318285,80-N,0,800101,1,,
80,20C-H50C000I-90-I,218318286,80-S,1,800102,1,,
80,20C-H50C000I-90-I,218318287,80-N,0,800101,1,,
80,20C-H50C000I-90-I,218318288,80-S,1,800102,1,,
80,20C-H50C000I-90-I,218318289,80-N,0,800101,1,,
80,20C-H50C000I-90-I,218318290,80-S,1,800102,1,,
80,20C-H50C000I-90-I,218318291,80-N,0,800101,1,,
80,20C-H50C000I-90-I,218318292,80-S,1,800102,1,,
80,20C-H50C000I-90-I,218318293,80-N,0,800101,1,,
80,20C-H50C000I-90-I,218318295,80-N,0,800101,1,,
165,20C-H50C000I-90-I,218318298,165-N,0,1650101,1,,
165,20C-H50C000I-90-I,218318300,165-S,1,1650100,1,,
165,20C-H50C000I-90-I,218318302,165-N,0,1650101,1,,
165,20C-H50C000I-90-I,218318304,165-N,0,1650101,1,,
165,20C-H50C000I-90-I,218318305,165-S,1,1650100,1,,
165,20C-H50C000I-90-I,218318306,165-N,0,1650101,1,,
165,20C-H50C000I-90-I,218318308,165-N,0,1650101,1,,
165,20C-H50C000I-90-I,218318310,165-S,1,1650100,1,,
165,20C-H50C000I-90-I,218318312,165-S,1,1650100,1,,
165,20C-H50C000I-90-I,218318313,165-N,0,1650101,1,,
165,20C-H50C000I-90-I,218318315,165-S,1,1650100,1,,
165,20C-H50C000I-90-I,218318316,165-N,0,1650101,1,,
165,20C-H50C000I-90-I,218318318,165-S,1,1650100,1,,
165,20C-H50C000I-90-I,218318321,165-S,1,1650100,1,,
165,20C-H50C000I-90-I,218318322,165-N,0,1650101,1,,
165,20C-H50C000I-90-I,218318324,165-S,1,1650100,1,,
165,20C-H50C000I-90-I,218318325,165-S,1,1650100,1,,
165,20C-H50C000I-90-I,218318326,165-S,1,1650100,1,,
165,20C-H50C000I-90-I,218318327,165-N,0,1650101,1,,
165,20C-H50C000I-90-I,218318329,165-S,1,1650100,1,,
165,20C-H50C000I-90-I,218318330,165-N,0,1650101,1,,
165,20C-H50C000I-90-I,218318332,165-S,1,1650100,1,,
165,20C-H50C000I-90-I,218318334,165-S,1,1650100,1,,
165,20C-H50C000I-90-I,218318336,165-N,0,1650101,1,,
165,20C-H50C000I-90-I,218318338,165-N,0,1650101,1,,
165,20C-H50C000I-90-I,218318340,165-S,1,1650100,1,,
165,20C-H50C000I-90-I,218318341,165-N,0,1650101,1,,
165,20C-H50C000I-90-I,218318343,165-S,1,1650100,1,,
165,20C-H50C000I-90-I,218318344,165-N,0,1650101,1,,
165,20C-H50C000I-90-I,218318346,165-S,1,1650100,1,,
165,20C-H50C000I-90-I,218318347,165-N,0,1650101,1,,
165,20C-H50C000I-90-I,218318349,165-S,1,1650100,1,,
165,20C-H50C000I-90-I,218318350,165-N,0,1650101,1,,
165,20C-H50C000I-90-I,218318353,165-N,0,1650101,1,,
165,20C-H50C000I-90-I,218318355,165-S,1,1650100,1,,
165,20C-H50C000I-90-I,218318356,165-N,0,1650101,1,,
165,20C-H50C000I-90-I,218318358,165-S,1,1650100,1,,
165,20C-H50C000I-90-I,218318359,165-N,0,1650101,1,,
165,20C-H50C000I-90-I,218318361,165-S,1,1650100,1,,
165,20C-H50C000I-90-I,218318362,165-N,0,1650101,1,,
165,20C-H50C000I-90-I,218318364,165-S,1,1650100,1,,
165,20C-H50C000I-90-I,218318365,165-N,0,1650101,1,,
165,20C-H50C000I-90-I,218318368,165-S,1,1650100,1,,
165,20C-H50C000I-90-I,218318369,165-N,0,1650101,1,,
165,20C-H50C000I-90-I,218318371,165-S,1,1650100,1,,
165,20C-H50C000I-90-I,218318372,165-N,0,1650101,1,,
165,20C-H50C000I-90-I,218318374,165-S,1,1650100,1,,
165,20C-H50C000I-90-I,218318375,165-N,0,1650101,1,,
165,20C-H50C000I-90-I,218318377,165-S,1,1650100,1,,
165,20C-H50C000I-90-I,218318379,165-S,1,1650100,1,,
165,20C-H50C000I-90-I,218318380,165-N,0,1650101,1,,
165,20C-H50C000I-90-I,218318382,165-S,1,1650100,1,,
165,20C-H50C000I-90-I,218318383,165-N,0,1650101,1,,
165,20C-H50C000I-90-I,218318385,165-S,1,1650100,1,,
165,20C-H50C000I-90-I,218318386,165-N,0,1650101,1,,
165,20C-H50C000I-90-I,218318388,165-S,1,1650100,1,,
165,20C-H50C000I-90-I,218318389,165-N,0,1650101,1,,
165,20C-H50C000I-90-I,218318391,165-S,1,1650100,1,,
165,20C-H50C000I-90-I,218318392,165-N,0,1650101,1,,
165,20C-H50C000I-90-I,218318394,165-N,0,1650101,1,,
165,20C-H50C000I-90-I,218318396,165-S,1,1650100,1,,
165,20C-H50C000I-90-I,218318397,165-N,0,1650101,1,,
165,20C-H50C000I-90-I,218318399,165-S,1,1650100,1,,
165,20C-H50C000I-90-I,218318400,165-S,1,1650100,1,,
165,20C-H50C000I-90-I,218318401,165-N,0,1650101,1,,
165,20C-H50C000I-90-I,218318404,165-N,0,1650101,1,,
165,20C-H50C000I-90-I,218318406,165-S,1,1650100,1,,
165,20C-H50C000I-90-I,218318407,165-N,0,1650101,1,,
165,20C-H50C000I-90-I,218318409,165-S,1,1650100,1,,
165,20C-H50C000I-90-I,218318410,165-N,0,1650101,1,,
165,20C-H50C000I-90-I,218318412,165-S,1,1650100,1,,
165,20C-H50C000I-90-I,218318413,165-N,0,1650101,1,,
165,20C-H50C000I-90-I,218318415,165-S,1,1650100,1,,
165,20C-H50C000I-90-I,218318418,165-S,1,1650100,1,,
165,20C-H50C000I-90-I,218318419,165-N,0,1650101,1,,
165,20C-H50C000I-90-I,218318421,165-S,1,1650100,1,,
165,20C-H50C000I-90-I,218318422,165-N,0,1650101,1,,
165,20C-H50C000I-90-I,218318424,165-S,1,1650100,1,,
165,20C-H50C000I-90-I,218318425,165-N,0,1650101,1,,
165,20C-H50C000I-90-I,218318427,165-S,1,1650100,1,,
165,20C-H50C000I-90-I,218318428,165-N,0,1650101,1,,
165,20C-H50C000I-90-I,218318430,165-S,1,1650100,1,,
165,20C-H50C000I-90-I,218318431,165-N,0,1650101,1,,
165,20C-H50C000I-90-I,218318433,165-N,0,1650101,1,,
165,20C-H50C000I-90-I,218318434,165-S,1,1650100,1,,
165,20C-H50C000I-90-I,218318435,165-N,0,1650101,1,,
165,20C-H50C000I-90-I,218318438,165-S,1,1650100,1,,
165,20C-H50C000I-90-I,218318439,165-N,0,1650101,1,,
165,20C-H50C000I-90-I,218318441,165-S,1,1650100,1,,
165,20C-H50C000I-90-I,218318442,165-N,0,1650101,1,,
165,20C-H50C000I-90-I,218318444,165-S,1,1650100,1,,
165,20C-H50C000I-90-I,218318445,165-N,0,1650101,1,,
80,20C-H50C000I-90-I,218318448,80-S,1,800102,1,,
165,20C-H50C000I-90-I,218318450,165-S,1,1650100,1,,
165,20C-H50C000I-90-I,218318451,165-N,0,1650101,1,,
165,20C-H50C000I-90-I,218318453,165-S,1,1650100,1,,
165,20C-H50C000I-90-I,218318454,165-N,0,1650101,1,,
165,20C-H50C000I-90-I,218318456,165-S,1,1650100,1,,
165,20C-H50C000I-90-I,218318457,165-N,0,1650101,1,,
165,20C-H50C000I-90-I,218318459,165-S,1,1650100,1,,
165,20C-H50C000I-90-I,218318460,165-N,0,1650101,1,,
165,20C-H50C000I-90-I,218318462,165-S,1,1650100,1,,
165,20C-H50C000I-90-I,218318463,165-N,0,1650101,1,,
165,20C-H50C000I-90-I,218318465,165-S,1,1650100,1,,
165,20C-H50C000I-90-I,218318466,165-N,0,1650101,1,,
165,20C-H50C000I-90-I,218318467,165-N,0,1650101,1,,
165,20C-H50C000I-90-I,218318469,165-S,1,1650100,1,,
165,20C-H50C000I-90-I,218318471,165-S,1,1650100,1,,
165,20C-H50C000I-90-I,218318472,165-N,0,1650101,1,,
165,20C-H50C000I-90-I,218318474,165-S,1,1650100,1,,
165,20C-H50C000I-90-I,218318475,165-N,0,1650101,1,,
165,20C-H50C000I-90-I,218318477,165-S,1,1650100,1,,
165,20C-H50C000I-90-I,218318478,165-N,0,1650101,1,,
165,20C-H50C000I-90-I,218318480,165-S,1,1650100,1,,
165,20C-H50C000I-90-I,218318481,165-N,0,1650101,1,,
165,20C-H50C000I-90-I,218318483,165-N,0,1650101,1,,
165,20C-H50C000I-90-I,218318485,165-S,1,1650100,1,,
165,20C-H50C000I-90-I,218318486,165-N,0,1650101,1,,
80,20C-H50C000I-90-I,218318489,80-N,0,800101,1,,
80,20C-H50C000I-90-I,218318490,80-S,1,800102,1,,
80,20C-H50C000I-90-I,218318491,80-N,0,800101,1,,
165,20C-H50C000I-90-I,218318493,165-N,0,1650101,1,,
165,20C-H50C000I-90-I,218318495,165-S,1,1650100,1,,
165,20C-H50C000I-90-I,218318496,165-N,0,1650101,1,,
165,20C-H50C000I-90-I,218318498,165-S,1,1650100,1,,
165,20C-H50C000I-90-I,218318499,165-N,0,1650101,1,,
165,20C-H50C000I-90-I,218318500,165-N,0,1650101,1,,
165,20C-H50C000I-90-I,218318502,165-S,1,1650100,1,,
165,20C-H50C000I-90-I,218318504,165-S,1,1650100,1,,
165,20C-H50C000I-90-I,218318505,165-N,0,1650101,1,,
165,20C-H50C000I-90-I,218318507,165-S,1,1650100,1,,
165,20C-H50C000I-90-I,218318508,165-N,0,1650101,1,,
165,20C-H50C000I-90-I,218318510,165-S,1,1650100,1,,
165,20C-H50C000I-90-I,218318511,165-N,0,1650101,1,,
165,20C-H50C000I-90-I,218318513,165-S,1,1650100,1,,
165,20C-H50C000I-90-I,218318514,165-N,0,1650101,1,,
165,20C-H50C000I-90-I,218318516,165-N,0,1650101,1,,
165,20C-H50C000I-90-I,218318518,165-N,0,1650101,1,,
165,20C-H50C000I-90-I,218318520,165-N,0,1650101,1,,
165,20C-H50C000I-90-I,218318523,165-S,1,1650100,1,,
165,20C-H50C000I-90-I,218318524,165-N,0,1650101,1,,
165,20C-H50C000I-90-I,218318526,165-S,1,1650100,1,,
165,20C-H50C000I-90-I,218318528,165-S,1,1650100,1,,
165,20C-H50C000I-90-I,218318529,165-N,0,1650101,1,,
165,20C-H50C000I-90-I,218318531,165-S,1,1650100,1,,
165,20C-H50C000I-90-I,218318532,165-N,0,1650101,1,,
165,20C-H50C000I-90-I,218318533,165-N,0,1650101,1,,
165,20C-H50C000I-90-I,218318535,165-S,1,1650100,1,,
165,20C-H50C000I-90-I,218318537,165-S,1,1650100,1,,
165,20C-H50C000I-90-I,218318538,165-N,0,1650101,1,,
165,20C-H50C000I-90-I,218318540,165-S,1,1650100,1,,
165,20C-H50C000I-90-I,218318541,165-N,0,1650101,1,,
165,20C-H50C000I-90-I,218318543,165-S,1,1650100,1,,
80,20C-H50C000I-90-I,218318545,80-N,0,800101,1,,
80,20C-H50C000I-90-I,218318546,80-S,1,800102,1,,
80,20C-H50C000I-90-I,218318547,80-N,0,800101,1,,
80,20C-H50C000I-90-I,218318548,80-S,1,800102,1,,
80,20C-H50C000I-90-I,218318549,80-N,0,800101,1,,
80,20C-H50C000I-90-I,218318550,80-S,1,800102,1,,
80,20C-H50C000I-90-I,218318551,80-N,0,800101,1,,
80,20C-H50C000I-90-I,218318552,80-S,1,800102,1,,
80,20C-H50C000I-90-I,218318553,80-N,0,800101,1,,
80,20C-H50C000I-90-I,218318554,80-S,1,800102,1,,
80,20C-H50C000I-90-I,218318555,80-N,0,800101,1,,
165,20C-H50C000I-90-I,218318558,165-S,1,1650100,1,,
165,20C-H50C000I-90-I,218318559,165-N,0,1650101,1,,
165,20C-H50C000I-90-I,218318561,165-S,1,1650100,1,,
165,20C-H50C000I-90-I,218318562,165-N,0,1650101,1,,
165,20C-H50C000I-90-I,218318564,165-S,1,1650100,1,,
165,20C-H50C000I-90-I,218318565,165-S,1,1650100,1,,
165,20C-H50C000I-90-I,218318566,165-N,0,1650101,1,,
165,20C-H50C000I-90-I,218318568,165-N,0,1650101,1,,
165,20C-H50C000I-90-I,218318570,165-S,1,1650100,1,,
165,20C-H50C000I-90-I,218318571,165-N,0,1650101,1,,
165,20C-H50C000I-90-I,218318573,165-S,1,1650100,1,,
165,20C-H50C000I-90-I,218318574,165-N,0,1650101,1,,
165,20C-H50C000I-90-I,218318576,165-S,1,1650100,1,,
165,20C-H50C000I-90-I,218318577,165-N,0,1650101,1,,
165,20C-H50C000I-90-I,218318580,165-S,1,1650100,1,,
165,20C-H50C000I-90-I,218318582,165-S,1,1650100,1,,
165,20C-H50C000I-90-I,218318583,165-N,0,1650101,1,,
